"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138066","ACCT 531 - Tax Strategy and Corporation Tax Issues","Current issues in tax strategy and planning including investment models, implicit taxes, organizational form, and other selected topics. Income taxation of corporate operations including financial statement implications of income taxes. Course is intended for Master of Accountancy students in the taxation concentration."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138067","ACCT 532 - Corporate Taxation and Reorganizations","Current issues in corporate taxation including organization and capital structure, distributions, liquidations, acquisitions, and reorganizations. Course emphasizes group projects and presentations. Web-based research tools used extensively."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138068","ACCT 533 - Taxation of Partnerships and S Corporations","Current issues in partnership and S corporation taxation including partnership formation, operations, allocations, and distributions; LLCs; S corporation election and operations; and comparisons of different flow-through entities. Course emphasizes group projects and presentations. Web-based research tools used extensively."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141670","ACCT 535 - Entity Taxation and Other Tax Topics","Introduction to tax strategy and planning.  Income taxation of corporate operations including financial statement implications of income taxes.  Introduction to entity formation, distributions, and liquidations. Introduction to tax issues pertaining to partnerships and S corporations.  Course is intended for Master of Accountancy students in the audit and controls concentration."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138069","ACCT 539 - Multi-Jurisdictional Tax Planning and Policy","International and state tax law as it pertains to business transactions. Particular emphasis is placed on identifying tax planning opportunities and designing tax strategies to meet planning objectives."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138070","ACCT 593 - Individual Research in Accounting","Directed research in topic of mutual interest."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138071","ACCT 600 - Doctoral Research and Dissertation",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138072","ACCT 611 - Doctoral Seminar in Accounting I","Analysis of issues reflected in accounting literature."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138073","ACCT 612 - Doctoral Seminar in Accounting II","Analysis of issues reflected in accounting literature."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138074","ACCT 619 - Doctoral Seminar in Accounting III","Analysis of issues reflected in accounting literature."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141837","ACCT 620 - Doctoral Seminar in Accounting IV","Analysis of issues reflected in accounting literature."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138075","ACCT 621 - Accounting Colloquium","Research and discussion of contemporary issues in practice of accountancy."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138076","ACCT 622 - Accounting Colloquium","Research and discussion of contemporary issues in practice of accountancy."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138077","ACCT 693 - Independent Study","Directed research in topic of mutual interest."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138078","ADVT 490 - Special Topics","Detailed study of a specialized area of advertising. Topics vary by semester and include advanced media strategy, advanced creative strategy, direct marketing, and multicultural advertising."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138079","ADVT 500 - Thesis",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138080","ADVT 502 - Registration for Use of Facilities","Required for the student not otherwise registered during any semester when the student uses university facilities and/or faculty time before degree is completed."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138081","ADVT 510 - Advertising and Society","Analysis of advertising as an institution in a free-enterprise democratic society and its relation to social, legal, cultural, and economic institutions."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138082","ADVT 520 - Advertising and Communications Theory","Application of contemporary communications theories of attitude change, information-processing, and persuasion as applied to creative strategy decisions."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138083","ADVT 530 - Advertising and Public Relations Research","Nature, scope, and application of research function to advertising and public relations decisions."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138084","ADVT 540 - Advertising Decision Making","Analysis of decision making in budgeting, creative strategy, media strategy, research, evaluation, and agency-client relationships. Advertising response functions."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141599","ADVT 560 - Account Planning","Account Planning focuses on the development of advertising strategy based on insight-oriented research. Emphasis on the use of qualitative research in advertising strategy development, secondary and quantitative data also used."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141600","ADVT 561 - Social Media in Advertising and Public Relations","Practical and analytical skills necessary to create, evaluate and execute social media campaigns. Emphasis on on-line reputation management, ethical/legal/privacy issues and evaluating digital technologies."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138085","ADVT 590 - Project","Capstone project under guidance of faculty. Application of principles from previous course work."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138086","ADVT 597 - Independent Study"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141243","ADVT 680 - Mass Communication Theory","Cross-listed: (See Journalism and Electronic Media 680.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=142323","ADPR 541 - Strategic Communication Tactics","Provides an overview of the field for students with little to no formal strategic communication education or experience and equips them with the skills they need to excel. Students will learn how to use professional design and photo editing software as well as how to select typography, color, and images. They will also receive intensive training in writing for direct, online, and mediated communications. Students will produce multiple portfolio pieces that showcase their strategic communication skill set."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=142324","ADPR 542 - Strategic Communication Management","Overview of leadership and management of goal-driven strategic communication in multiple contexts (e.g., for-profit, non-profit, agency). Examines theories and case studies to explore topics such as research and evaluation, issues management, message and channel strategies, project management, budgeting, and communication with multiple stakeholders. Emphasizes professional ethics and standards."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=142325","ADPR 562 - Social Media Strategy and Tactics","Provides students with practical knowledge and analytical skills necessary to create, evaluate and execute social media campaigns. The course will include lectures, case studies, assignments and engaged activities that will help in the development of a strong social media skill set. Salesforce’s Marketing Cloud Social Studio technology will be used for social listening assignments and provide a hands-on learning experience for enrolled students."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138087","AE 500 - Thesis",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138088","AE 502 - Registration for Use of Facilities","Required for the student not otherwise registered during any semester when student uses university facilities and/or faculty time before degree is completed."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138089","AE 511 - Inviscid Flow","Kinematics and dynamics of inviscid fluids; potential flow about body, conformal mapping."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138090","AE 512 - Viscous Flow","Derivation of fundamental equations of compressible viscous flow; boundary conditions for viscous heat-conducting flow; exact solutions for Newtonian viscous flow (Navier-Stokes) equations for special cases; similarity solutions. Thermal boundary layers, stability of laminar flows, transition to turbulence, 2-D turbulent boundary layer equations. Incompressible-turbulent mean flow, and compressible boundary layer flow."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138091","AE 513 - Experimental Methods in Fluid Mechanics","Experimental techniques with laboratory experiments; representative experiments: hot wire anemometry and turbulence measurements, flow visualization, wind tunnel tests, water table experiments, supersonic flow experiments, boundary layer measurements, laser-optical measurements."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138092","AE 515 - Air Vehicle Aerodynamics and Performance","Application of aerodynamics principles to air vehicles to provide estimates of performance, stability, and control characteristics for subsonic to hypersonic speeds. Relations among thrust, drag, lift and attitude, propulsion systems, vehicle performance characteristics, and trajectory optimization."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141273","AE 517 - Finite Elements for Engineering Applications","Cross-listed: (See Mechanical Engineering 517.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141274","AE 518 - Computational Fluid Dynamics","Cross-listed: (See Mechanical Engineering 518.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138093","AE 521 - Aerodynamics of Compressible Fluids","One-dimensional internal and external flow; waves; small perturbation theory; slender body theory; similarity rules; method of characteristics."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138094","AE 522 - Aerodynamics of Compressible Fluids","One-dimensional internal and external flow; waves; small perturbation theory; slender body theory; similarity rules; method of characteristics."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138095","AE 525 - Hypersonic Flow","Slender body flow; similitude; Newtonian theory; blunt body flow; viscous interactions; free molecule and rarefied gas flow."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138096","AE 532 - Introduction to Turbulence","Macroscopic effects, analogies, statistical treatment, correlation functions, energy spectra, diffusion; application of turbulent jets and pipe flow."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138097","AE 533 - Dynamics","Cross-listed: (See Mechanical Engineering 533.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138098","AE 535 - Mechanical Vibrations","Cross-listed: (See Mechanical Engineering 534.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141275","AE 536 - Continuum Mechanics","Cross-listed: (See Mechanical Engineering 536.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138099","AE 541 - Fluid Mechanics I","Cross-listed: (See Mechanical Engineering 541.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138100","AE 542 - Fluid Mechanics II","Cross-listed: (See Mechanical Engineering 542.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141276","AE 545 - Optical Engineering I","Cross-listed: (See Mechanical Engineering 545.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141277","AE 546 - Optical Engineering II","Cross-listed: (See Mechanical Engineering 546.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138101","AE 547 - Linear Control Systems Design","Cross-listed: (See Mechanical Engineering 547.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138102","AE 557 - Aerospace Vehicle Flutter and Vibration","Aeroelastic phenomena. Structural and aerodynamic operators. Stability criteria for airfoils operating in oscillating stream. Two- and three-dimensional flutter of wings, control surfaces and empennages."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138103","AE 559 - Advanced Mechanics of Materials I","Cross-listed: (See Mechanical Engineering 559.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138104","AE 565 - Structural Dynamics","Cross-listed: (See Mechanical Engineering 565.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141520","AE 566 - Electric Propulsion","Engineering concepts of electric propulsion and its application to modern satellites and deep space probes. Topics include physical principles, practical designs, and performance levels of electrically-powered space propulsion thrusters including: ion engines; pulsed and steady-state (fixed field) plasma and MHD thrusters, including Hall Thrusters, and others."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141521","AE 569 - Plasma Dynamics","Fundamental concepts of plasma including electromagnetic theory, collision processes, kinetic theory, microscopic and macroscopic descriptions, transport properties, and magnetohydrodynamic analysis."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141522","AE 581 - Rocket Propulsion I","Rocket propulsion fundamentals; thermodynamics of nonreacting and chemically reacting ideal gases, rocket nozzle design; ideal rocket performance parameters; rocket heat transfer; chemistry of propellants; liquid rocket engine systems; ground testing; introduction to solid propellant rockets."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138106","AE 590 - Selected Engineering Problems"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141523","AE 592 - Off-Campus Study"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141524","AE 593 - Independent Study"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138107","AE 595 - Seminar","All phases of aerospace engineering, reports on current research at the University of Tennessee, Knoxville, and UTSI."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138108","AE 599 - Special Topics in Aerospace Engineering"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138109","AE 600 - Doctoral Research and Dissertation",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141525","AE 601 - Doctoral Research Methodology","Methods of planning and conducting original research and proposal writing."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141278","AE 644 - Theory of Turbulence","Cross-listed: (See Mechanical Engineering 644.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138110","AE 647 - Nonlinear Control Systems","Cross-listed: (See Mechanical Engineering 647.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141279","AE 655 - Advanced Topics in Computational Fluid Dynamics (3)","Cross-listed: (See Mechanical Engineering 655.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141280","AE 656 - Advanced Computational Fluid Dynamics Practice","Cross-listed: (See Mechanical Engineering 656.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138111","AE 659 - Advanced Mechanics of Materials II","Cross-listed: (See Mechanical Engineering 659.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138112","AE 681 - Advanced Viscous Flow Theory","Critical review of significance to governing equations. Nature of boundary layer approximation as singular perturbation problem. Uniqueness and existence of solutions. Applications of group theory. Special problem areas of interest to students."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141526","AE 682 - Rocket Propulsion II","Solid propellant rocket performance, homogeneous and heterogeneous propellant chemistry and combustion system performance, thermal decomposition and gas phase reaction models; effect of chamber pressure and additives on solid propellant burn rates, erosive burning; analysis of two-phase solid rocket exhaust flow. Introduction to nuclear and electric propulsion; electrical resistance and electric field (ion) engine performance, magnetohydrodynamic thrusters, traveling wave thrusters; exotic propulsion systems."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138113","AE 690 - Advanced Topics in Aerospace Engineering"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141527","AE 693 - Independent Study"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141413","AFST 413 - Music and the African Diaspora","Cross-listed: (See Musicology 413.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138114","AFST 421 - Comparative Studies in African and African-American Societies","Comparative studies of African and African-American societies in such areas as education, religion, and social stratification. Includes the respective views African-Americans and Africans have of each other and concept of Pan-Africanism."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138115","AFST 443 - Topics in Black Literature","Cross-listed: (See English 443.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138116","AFST 450 - Issues and Topics in African-American Studies","Topics vary but include a variety of problems, issues, and individuals from the field of African-American studies."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138117","AFST 452 - The Politics of Sub-Saharan Africa","Cross-listed: (See Political Science 452.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138118","AFST 456 - Race, Ethnicity, Crime and Justice","Cross-listed: (See Sociology 452)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141111","AFST 464 - Art of Southern and Eastern Africa","Cross-listed: (See Art History 461.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141112","AFST 465 - Art and Archaeology of Ancient Africa","Cross-listed: (See Art History 462.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141113","AFST 466 - Arts of the African Diaspora","Cross-listed: (See Art History 463.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141114","AFST 471 - African-American Art","Cross-listed: (See Art History 470.)"
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138119","AFST 484 - African-American Women in American Society","Focuses on historical and contemporary social, economic, and political factors in American society as they relate to the black woman."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138120","AFST 510 - Special Topics"," "
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138121","AREC 412 - Agricultural Finance and Risk Management","Microeconomic and financial concepts applied to decision problems faced by farms and agribusinesses; financial statement analysis; firm capital structure; time value of money, capital budgeting and investment analysis, risk management and diversification; computer applications."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138122","AREC 420 - International Agricultural Trade and Marketing","Introduction to real and monetary aspects of international trade effect on agricultural commodity flows; partial equilibrium analysis of international trade in agricultural products; institutional aspects of international marketing of agricultural products."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138123","AREC 442 - Advanced Agribusiness Management","Advanced concepts in developing business and marketing plans and in applied management principles, such as inventory control and pricing techniques. Discussion of management issues including going international, employee supervision, management succession and guerilla marketing. Teamwork emphasized in managing an agribusiness firm through game simulation. Written and oral presentation required."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141811","AREC 443 - Food Industry Management and Marketing","Market analysis and business strategy for agricultural products from ‘farm to fork’. Food industry procurement systems, transportation and logistics; supply chain forecasting and planning; management of food processing facilities; development of business plans for new food products and comprehensive marketing plans."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141812","AREC 444 - Agricultural Production and Technology Management","Advanced Topics in agricultural production management and applied use of advanced tools to make farm management decisions. Topics include business structure, managing income tax, machinery management, human resources, and the adoption and use of new and emerging technologies. Applied tools include mathematical programming, regression analysis, and spreadsheet decision tools."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141053","AREC 460 - Rural Economic Development","Use of economic principles in understanding rural economic development at community and regional levels, emphasizing the linkages between rural and urban communities, business location decisions, and how geography shapes markets. Integrating historical and current information, students will explore efficiency and equity as driving forces behind public and private sector policy to encourage, manage and forecast domestic and international development."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138124","AREC 470 - Policy Analysis for Environmental and Natural Resource Management","Application of a policy analysis framework to conflicts and issues associated with natural resource use and related environmental quality impacts. Design of institutional changes to improve economic efficiency and equity, with emphasis on the potential applicability of market-type and incentive-based policy mechanisms."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138125","AREC 500 - Thesis",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138126","AREC 502 - Registration for Use of Facilities","Required for the student not otherwise registered during any semester when student uses university facilities and/or faculty time before degree is completed."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138127","AREC 505 - Microeconomic Analysis","Theory of utility maximization and demand, production, cost, firm behavior, and supply; price in product and factor markets; efficiency and welfare."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138128","AREC 512 - Advanced Agribusiness Finance","Financial and investment analysis tools and concepts and their application to decisions faced by agribusiness. Emphasis on financial analysis and planning principles, capital budgeting, debt structure and financing, options, present value concepts, and risk analysis."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138129","AREC 520 - Research Methodology in Agricultural Economics","An overview of the logic and process of economic inquiry. Topics covered include the relationship between theory and applied research, problem formulation, definition of research problems, development of research problem statements with goals and objectives, and presentation and interpretation of results."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138130","AREC 524 - Econometric Methods in Agricultural Economics","Application of statistical methods to agricultural economic models; estimation of supply, demand and production functions; microeconomic forecasting models; interpretation of results."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138131","AREC 525 - Agribusiness Operations Research Methods","Applications of operations research methods and concepts for agribusiness. Theoretical background and applied considerations of each technique with emphasis on applications. Computer and other applications of each technique for relevant agribusiness problems."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138132","AREC 530 - Agricultural Policy Analysis","Evaluation of public policy as related to agricultural industry and rural areas."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138133","AREC 542 - Decisions, Uncertainty, and Resource Allocation","An applied treatment of decision theory concepts pertaining to the allocation of limited resources, including; probability theory; risk; simulation; Markov chains; resource-agent dynamics; game theory; and strategic interaction."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138134","AREC 550 - Microeconomic Applications to Agricultural and Resource Markets","Microeconomic concepts, tools, and decision making approaches for agricultural and natural resource markets; competitive market analysis, strategies by sellers, including price and non-price competition, vertical coordination, market segmentation, and advertising; examination of demand and buyer behavior, including market participation, contingent valuation, and willingness to pay; role of information and innovations in markets."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138135","AREC 570 - Advanced Natural Resource Economics","Analysis of natural resource allocation issues; applied welfare economics, external effects and evaluation of public policy."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138136","AREC 593 - Special Topics in Agricultural Economics","Topics to be assigned."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138137","AREC 595 - Professional Internship","Supervised internship experience with appropriate agribusiness firm."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138138","AREC 600 - Doctoral Research and Dissertation",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138139","AREC 640 - Agricultural Production and Supply Analysis","Advanced topics in agricultural production economics and supply analysis with emphasis on optimization modeling, duality, flexible production systems, efficiency and nonparametric analysis, risk, contracting, incentive systems, cooperative efforts, and the roles of information, insurance and credit."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138140","AREC 650 - Agricultural Markets and Demand Analysis","Advanced theory and topics in market and price analysis; technical and pricing efficiency in agricultural markets; interregional and international competition; consumer demand."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138141","AREC 670 - Advanced Topics in Natural Resource Economics","Applications of microeconomic theory to the use, allocation and control of scarce, exhaustible, and renewable natural resources, including soil, water, minerals, forests, and fish, in both static and dynamic contexts. Optimal control theory, dynamic programming, supply of, and demand for, natural resources, social versus private decisions, market and non-market considerations, regulation, uncertainty, property rights, equity considerations, and landscape pattern and change."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138168","ALEC 440 - Business and Research Writing","Develop professional and scholarly interactions through business and research writing."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138169","ALEC 500 - Thesis",
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138170","ALEC 501 - Creative Component in Lieu of Thesis","Capstone experience completed under the supervision of the student’s major professor and masters’ committee. Individual project involving a literature survey; development of teaching software; development of curriculum materials; development of a white paper; or other suitable project."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138171","ALEC 502 - Registration for use of Facilities","Required for the student not otherwise registered during any semester when student uses University facilities and/or faculty time before degree is completed."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138172","ALEC 510 - Ethical Leadership in Agriculture","Analysis of theories, models, and practices of ethical decision making and leadership through agriculture contexts."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138173","ALEC 512 - Program Planning and Evaluation of Agricultural Leadership, Education and Communication Organizations","Historical and philosophical foundation of adult education in American agriculture, key figures, issues, legislative movement, organizations and programs. Theories and models of program development and evaluation and their use in planning, organizing, implementing and evaluating a program’s content and learning activities; development and interaction of the work plan; and principles, techniques and instruments used to identify, gather and analyze information to evaluate programs."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138174","ALEC 520 - Leadership Development in Organizations and Community Nonprofit","Application of concepts related to developing leaders for organizing and maintaining extension and community nonprofit organizations. The foundation of this course is grounded in traditional and contemporary leadership philosophies and practices, but emphasizes leadership in agricultural professions."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141195","ALEC 522 - Supervisory Leadership","Exploring techniques, models and theories of supervision. Principles and best practices for leading, administering, supervising, and managing agricultural leadership, education, extension and communication organizations. Analyzing selected case studies that apply theory to practice."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141196","ALEC 523 - Women in Leadership","Examination of theories and practical experiences of women in leadership positions. Understanding the theoretical underpinnings of women in leadership by examining literature, case studies, autobiographies and personal experiences."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138175","ALEC 524 - Research Methodology","An introduction to methods and procedures of social science research with an emphasis on acquiring skills necessary to analyze and critique scholarly literature and develop fundamental research plans."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138176","ALEC 525 - Curriculum Development in Agricultural Leadership, Education and Communications","Models, principles and procedures for developing curricula in educational programs and scheduling learning activities used to implement these planned programs."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141321","ALEC 529 - Research Proposal Development","Develop a current research or creative component topic area. Research and write the first three chapters of the thesis or dissertation by closely examining each component of the proposal and then carrying out the writing and construction of the proposal."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=138177","ALEC 530 - Specials Topics in Agricultural Leadership, Education and Communications","Current issues."
"https://catalog.utk.edu/preview_course_nopop.php?catoid=27&coid=141322","ALEC 531 - Developing and Leading a Volunteer Program in Agricultural Education, Extension and Community Nonprofits","Recruitment, selection, training, retention and supervision of volunteers. Will explore the praxis between volunteer leadership theories and the practical application of those behaviors to effectively develop and lead a volunteer program in the contexts of agricultural education, Extension and community nonprofits."
